location,date,cum_infections,new_diagnoses,cum_deaths,new_deaths,new_tests,cum_tests,imported_cases,
Manaus,2020-05-20,11643,592,1057,58,4000,54946,67,
Manaus,2020-05-21,12317,674,1094,37,4000,55608,66,
Manaus,2020-05-22,12967,650,1127,33,4000,56270,65,
Manaus,2020-05-23,13624,657,1176,49,4000,56932,64,
Manaus,2020-05-24,13881,257,1182,6,4000,57594,63,
Manaus,2020-05-25,13979,98,1190,8,4000,58256,62,
Manaus,2020-05-26,14402,423,1248,58,4000,58918,61,
Manaus,2020-05-27,14800,398,1272,24,4000,59580,60,
Manaus,2020-05-28,15769,969,1314,42,4000,60242,59,
Manaus,2020-05-29,17492,1723,1349,35,4000,60904,58,
Manaus,2020-05-30,18139,647,1366,17,4000,61566,57,
Manaus,2020-05-31,18293,154,1366,0,4000,62228,56,
Manaus,2020-06-01,18367,74,1371,5,4000,62890,55,
Manaus,2020-06-02,18981,614,1390,19,4000,63552,54,
Manaus,2020-06-03,19043,62,1407,17,4000,64214,53,
Manaus,2020-06-04,19962,919,1442,35,4000,64876,52,
Manaus,2020-06-05,20422,460,1432,-10,4000,65538,51,
Manaus,2020-06-06,20785,363,1462,30,4000,66200,50,
Manaus,2020-06-07,20837,52,1466,4,4000,66862,49,
Manaus,2020-06-08,20948,111,1475,9,4000,67524,48,
Manaus,2020-06-09,21605,657,1501,26,4000,68186,47,
Manaus,2020-06-10,22159,554,1534,33,4000,68848,46,
Manaus,2020-06-11,22504,345,1560,26,4000,69510,45,
Manaus,2020-06-12,22635,131,1576,16,4000,70172,44,
Manaus,2020-06-13,22894,259,1596,20,4000,70834,43,
Manaus,2020-06-14,23101,207,1614,18,4000,71496,42,
Manaus,2020-06-15,23138,37,1620,6,4000,72158,41,
Manaus,2020-06-16,23612,474,1645,25,4000,72820,40,
Manaus,2020-06-17,24089,477,1660,15,4000,73482,39,
Manaus,2020-06-18,24154,65,1678,18,4000,74144,38,
Manaus,2020-06-19,24581,427,1685,7,4000,74806,37,
Manaus,2020-06-20,24978,397,1706,21,4000,75468,36,
Manaus,2020-06-21,25103,125,1711,5,4000,76130,35,
Manaus,2020-06-22,25153,50,1719,8,4000,76792,34,
Manaus,2020-06-23,25710,557,1727,8,4000,77454,33,
Manaus,2020-06-24,26153,443,1735,8,4000,78116,32,
Manaus,2020-06-25,26483,330,1743,8,4000,78778,31,
Manaus,2020-06-26,26783,300,1747,4,4000,79440,30,
Manaus,2020-06-27,26842,59,1768,21,4000,80102,29,
Manaus,2020-06-28,27122,280,1768,0,4000,80764,28,
Manaus,2020-06-29,27132,10,1771,3,4000,81426,27,
Manaus,2020-06-30,27169,37,1790,19,4000,82044,27,
Manaus,2020-07-01,27820,651,1804,14,4000,86044,27,
Manaus,2020-07-02,28128,308,1810,6,4000,90044,27,
Manaus,2020-07-03,28449,321,1826,16,4000,94044,27,
Manaus,2020-07-04,28779,330,1843,17,4000,98044,27,
Manaus,2020-07-05,28854,75,1845,2,4000,102044,27,
Salvador,2020-03-19,0,0,0,0,50,357,97,
Salvador,2020-03-20,0,0,0,0,50,714,96,
Salvador,2020-03-21,3,3,0,0,100,1071,95,
Salvador,2020-03-22,5,2,0,0,100,1428,95,
Salvador,2020-03-23,7,2,0,0,100,1785,94,
Salvador,2020-03-24,10,3,0,0,100,2142,93,
Salvador,2020-03-25,20,10,0,0,100,2499,92,
Salvador,2020-03-26,50,30,0,0,100,2856,92,
Salvador,2020-03-27,60,10,0,0,100,3213,91,
Salvador,2020-03-28,82,22,0,0,100,3570,90,
Salvador,2020-03-29,103,21,1,1,100,3927,89,
Salvador,2020-03-30,117,14,1,0,100,4284,89,
Salvador,2020-03-31,132,15,2,1,100,4641,88,
Salvador,2020-04-01,153,21,2,0,100,4998,87,
Salvador,2020-04-02,167,14,3,1,300,5355,86,
Salvador,2020-04-03,183,16,5,2,300,5712,86,
Salvador,2020-04-04,215,32,5,0,300,6069,85,
Salvador,2020-04-05,243,28,7,2,300,6426,84,
Salvador,2020-04-06,257,14,8,1,300,6783,83,
Salvador,2020-04-07,268,11,10,2,300,7140,83,
Salvador,2020-04-08,290,22,11,1,300,7497,82,
Salvador,2020-04-09,312,22,11,0,300,7854,81,
Salvador,2020-04-10,341,29,11,0,300,8211,80,
Salvador,2020-04-11,353,12,11,0,300,8568,80,
Salvador,2020-04-12,362,9,11,0,300,8925,79,
Salvador,2020-04-13,388,26,11,0,300,9282,78,
Salvador,2020-04-14,425,37,13,2,300,9639,77,
Salvador,2020-04-15,519,94,13,0,300,9996,77,
Salvador,2020-04-16,569,50,18,5,300,10353,76,
Salvador,2020-04-17,642,73,18,0,600,10710,75,
Salvador,2020-04-18,759,117,19,1,600,11067,74,
Salvador,2020-04-19,762,3,22,3,600,11424,74,
Salvador,2020-04-20,821,59,23,1,600,11781,73,
Salvador,2020-04-21,922,101,24,1,600,12138,72,
Salvador,2020-04-22,1034,112,28,4,600,12495,71,
Salvador,2020-04-23,1131,97,34,6,600,12852,71,
Salvador,2020-04-24,1218,87,37,3,600,13209,70,
Salvador,2020-04-25,1303,85,38,1,600,13566,69,
Salvador,2020-04-26,1357,54,39,1,600,13923,68,
Salvador,2020-04-27,1430,73,48,9,600,14280,68,
Salvador,2020-04-28,1578,148,56,8,600,14637,67,
Salvador,2020-04-29,1639,61,62,6,600,14994,66,
Salvador,2020-04-30,1784,145,67,5,600,15351,65,
Salvador,2020-05-01,1995,211,76,9,600,15708,65,
Salvador,2020-05-02,2100,105,78,2,600,16065,64,
Salvador,2020-05-03,2247,147,80,2,600,16422,63,
Salvador,2020-05-04,2370,123,91,11,600,16779,62,
Salvador,2020-05-05,2599,229,95,4,600,17136,62,
Salvador,2020-05-06,2746,147,98,3,600,17493,61,
Salvador,2020-05-07,2877,131,101,3,600,17850,60,
Salvador,2020-05-08,3129,252,118,17,600,18207,59,
Salvador,2020-05-09,3342,213,127,9,600,18564,59,
Salvador,2020-05-10,3670,328,128,1,600,18921,58,
Salvador,2020-05-11,3884,214,138,10,600,19278,57,
Salvador,2020-05-12,4107,223,145,7,600,19635,56,
Salvador,2020-05-13,4349,242,148,3,600,19992,56,
Salvador,2020-05-14,4619,270,167,19,600,20349,55,
Salvador,2020-05-15,4842,223,204,37,600,20706,54,
Salvador,2020-05-16,5267,425,185,-19,600,21063,53,
Salvador,2020-05-17,5317,50,213,28,1500,21420,53,
Salvador,2020-05-18,5326,9,229,16,1500,21777,52,
Salvador,2020-05-19,7106,1780,215,-14,1500,22134,51,
Salvador,2020-05-20,7169,63,241,26,1500,22491,50,
Salvador,2020-05-21,7578,409,248,7,1500,22848,50,
Salvador,2020-05-22,7860,282,257,9,1500,23205,49,
Salvador,2020-05-23,8084,224,264,7,1500,23562,48,
Salvador,2020-05-24,8734,650,303,39,1500,23919,47,
Salvador,2020-05-25,8941,207,314,11,1500,24276,47,
Salvador,2020-05-26,9227,286,328,14,1500,24633,46,
Salvador,2020-05-27,9472,245,357,29,1500,24990,45,
Salvador,2020-05-28,10006,534,390,33,1500,25347,44,
Salvador,2020-05-29,10485,479,421,31,1500,25704,44,
Salvador,2020-05-30,10791,306,443,22,1500,26061,43,
Salvador,2020-05-31,11218,427,453,10,1500,26418,42,
Salvador,2020-06-01,11499,281,474,21,1500,26775,41,
Salvador,2020-06-02,12954,1455,493,19,2000,27132,41,
Salvador,2020-06-03,13367,413,511,18,2000,27489,40,
Salvador,2020-06-04,13801,434,535,24,2000,27846,39,
Salvador,2020-06-05,15260,1459,558,23,2000,28203,38,
Salvador,2020-06-06,15724,464,579,21,2000,28560,38,
Salvador,2020-06-07,16099,375,600,21,2000,28917,37,
Salvador,2020-06-08,16323,224,622,22,2000,29274,36,
Salvador,2020-06-09,17224,901,640,18,2000,29631,35,
Salvador,2020-06-10,18201,977,674,34,2000,29988,35,
Salvador,2020-06-11,18784,583,707,33,2000,30345,34,
Salvador,2020-06-12,19093,309,720,13,2000,30702,33,
Salvador,2020-06-13,19732,639,728,8,2000,31059,32,
Salvador,2020-06-14,19893,161,742,14,2000,31416,32,
Salvador,2020-06-15,20638,745,752,10,2000,31773,31,
Salvador,2020-06-16,21203,565,775,23,2000,32130,30,
Salvador,2020-06-17,21955,752,800,25,2000,32487,29,
Salvador,2020-06-18,22254,299,827,27,2000,32844,29,
Salvador,2020-06-19,22777,523,854,27,2000,33201,28,
Salvador,2020-06-20,23124,347,884,30,2000,33558,27,
Salvador,2020-06-21,23483,359,904,20,2000,33915,26,
Salvador,2020-06-22,23663,180,919,15,2000,34272,26,
Salvador,2020-06-23,24393,730,953,34,2000,34629,25,
Salvador,2020-06-24,25803,1410,991,38,4500,34986,24,
Salvador,2020-06-25,26864,1061,1029,38,4500,35343,23,
Salvador,2020-06-26,27713,849,1046,17,4500,35700,23,
